contact_uuid,"NPS Question: Based on your experience on your current or most recent assignment, how likely would you be to
recommend [brand] to a friend or colleague?",Comment,Com_code v2,Labels,Class_Label
taed48b75eb6c4ef4963969d5cff6eb2f,10,Good Service,Good customer service/experience,pos,1
tcb48812556264d9c93f6f55a1d4d5b99,10,Have had great employment this is my first temp job.,Good customer service/experience,pos,1
t7092d142f99c4ffe9984316e30af3895,10,I felt that I was treated fairly and given an opportunity to succeed,Good customer service/experience,pos,1
t7afe03a69c494df589b73b963d50a9cd,10,Adecco is A+ staffing Service from Day one nothing but A+ service I don’t have any issues with Adecco BEST of the BEST I’ve worked with A+ down the line Adecco second to none!,Good customer service/experience,pos,1
t50fcd88eecaf4376b4a7d529c4716aab,10,My over all rating is a strong 8~ Adecco is a wonderful company to work for and have referred to people looking for work.,Good customer service/experience,pos,1
tf92444f7f74643b7b6db412ec2ca5d66,10,They did a good job keeping in touch with me as well as tell me if I need to do something.,Good communication,pos,1
t983e5b371a3443a686f04263cbc97adc,10,"It was a good experience, just when I was leaving, it was difficult to communicate with the Addecco Rep, because she was in training or meetings.",Good customer service/experience,pos,1
ta0b562d5730543d0bc96ce9cf5e82500,10,Luann Stearns and team did a very professional job.,Professional staff,pos,1
t31fc8b3dc71f49aab5e46ca71290787e,10,The primary reason behind the rating I have provided is my positive experience with Adecco.,Good customer service/experience,pos,1
t7060eedec9c441e286a4c3dbbb04d9a2,10,Adecco is a great company that offers opportunities and good pay but when issues or conflicts arise in their contractor building such as Honda adecco associates always take the blame even when they're in the right. And I was 9n the other end of this mess being blamed and reduced for going out my way and speaking up for others,Good customer service/experience,pos,1
t7db4fdbd366640f7b5fd53ca4e12395a,10,They do great answering you questions. If they dont know they will figure it out for you,Good responsiveness ,pos,1
t2edcc83a60314115b00c09e9a5af8d3d,10,You’ll was helpful,Helpful/caring staff,pos,1
taa02c5ac50204625857f37deaca51201,10,I was treated very nice by the person who helped me. She callled texted and e mailed me multiple times.,Good communication,pos,1
t0fe4a3fb7b414550a61c4e3d3ef1094e,10,Good people good work,Good customer service/experience,pos,1
tf13f6d35127b4b9b9bc85eee2236615b,9,"Good work ethics , rules , easy training",Professional staff,pos,1
t5170e7b50df4419eaa5233af01f239c0,10,"Inform you my experience with addecco was very good. However, a manager in the floor in second shift in orlando area not empathy with me persons. Name is Many",Good customer service/experience,pos,1
t00208bae55734c2983f8c46befdaf9b3,10,My experience with Adecco has been pleasant.,Good customer service/experience,pos,1
t52b97118381146649f7b97aa43f1429c,9,Addeco has been a pleasant place to work. The people are very understanding and helpful,Helpful/caring staff,pos,1
tc0f97aa219e84ad6b387f7e24b70f451,10,Great work environment Great People! AWESOME SHIFT,Good customer service/experience,pos,1
t933c3a603b3d43ddb99fd43eb89133d4,9,Adecco is the best staffing agency I have worked with.,Good customer service/experience,pos,1
te6bfbd7cbadf4429a69491723f80a4d4,10,I have and still have a good experience with adecco. I enjoy my work and enjoy being around my co workers. My adecco reps always keeps in touch with everyone.,Good customer service/experience,pos,1
td8dc76a4b8c84130a3dd45f77ed7d036,10,Because my experience with Adecco has been very good.,Good customer service/experience,pos,1
t74c25854184f40b18b46976a0174427c,10,It's a great employment service,Good customer service/experience,pos,1
tea1a7e45047e442fb78d8d1f1b3aee4f,10,It was an overall good and positive experience.,Good customer service/experience,pos,1
ta2bcb948197548bc9bff0f270a86bfed,10,Great place to work,Good customer service/experience,pos,1
t571d723c5aef47358d35885b4f0801b0,10,Melissa Wright she is really amazing at what she does.,Helpful/caring staff,pos,1
tc6241810a88c407c844adb3c0fe42116,10,Friendly staff willing to help,Helpful/caring staff,pos,1
t9271443c00e84b44bf8c73bb8002e624,10,The recruiter (Amber Burette-Evansville office) was very helpful and always responds in a timely manner. Shes also very nice!,Helpful/caring staff,pos,1
t26619663161d44fb97f4ec518fae94e3,10,I have worked with Adecco in the past and I feel they do their best to get you hired and call you back when able.,Found me a job,pos,1
t6fb121d73fdd4c898b20d2dd71f1b0cb,10,Adecco is good. Thank you for hiring me 😊,Good customer service/experience,pos,1
t2cc5fca3f0314cffa678d9e7c0406c7f,10,Adecco is great.,Good customer service/experience,pos,1
t88d7f857f17f4dda932fff2a2066d223,10,"Good company, but some of the jobs sites are awful.",Good customer service/experience,pos,1
t485ad6a324f444e7a48bfc191770c284,10,Really enjoyed doing the ETS project. It was well ran and put together.,Good match of skills and position,pos,1
tade23223ed124ff096988db003cf6e19,10,It was a pleasant experience when involved with the Adecco staff,Good customer service/experience,pos,1
t6a023bb5dd5f4be9ae49905a9bbf20da,10,I enjoyed working at Adecco,Good customer service/experience,pos,1
tfe73d997758d4c1d95d2b0288c2b6394,10,My experience was great.,Good customer service/experience,pos,1
t70325ad6702a4be2a4ca807cd9e66a7d,10,Everytime I call I always have someone that's willing to help me get a job,Helpful/caring staff,pos,1
tfa8e485239224ec8983023d5ce100094,10,You guys have been very upstanding and helpful.,Helpful/caring staff,pos,1
t30f2009c8e3a42fa8362d737f16678b6,10,I've never had any trouble with getting in contact with my representative.,Good communication,pos,1
t5161ffe4bc424b29b2dc63441f8e1f82,10,Staff very helpful . Awsome,Helpful/caring staff,pos,1
t07dc0425f3884c10befb2472a51f5b6d,10,I have enjoyed my time with Adecco. The staff is friendly and personable.,Good customer service/experience,pos,1
t5a99760a322842788223e6af3f654513,10,"My primary reason behind the ratings is that, Adeeco is a wonderful and helpful those who cant get everything done by themselves.",Helpful/caring staff,pos,1
t7694d5c8f8b4463592c442c9f5c07817,9,The people were very friendly.  The pay was fair.,Helpful/caring staff,pos,1
t9ba27e2c2182418482ea2e51b0b85a8e,10,The ratings i put are cause im completely satisfied with working through adecco an at htm its a great place to work an its nice to be able to learn all i can from it.,Good customer service/experience,pos,1
t56e1221497f3469f968bb132ee2063cc,10,Adecco is a good company just no incentives.,Good customer service/experience,pos,1
t112d806d86a64ed18c8fd5204899819a,10,I want to come back and work again with the company,Good customer service/experience,pos,1
t21ecc4c0ae374e4c8a9565fbbd067e31,10,"High quality customer service, Adecco really cares about it's employees",Good customer service/experience,pos,1
tb58e03f669fd4ca299fda64eb0ccb3e6,9,"In general, I think the supervisory and management personnel have been quite good and I wanted to let you know.",Good customer service/experience,pos,1
t97703757c7d944d6ab707378f039f6bc,10,Had a great experience and always helpful.,Good customer service/experience,pos,1
tb32f38a60f354c55a8f15e6876c6df1a,10,They gave me a chance when nobody else would and did everything they could to help me succeed I went from being a cart pusher at walmart to a well respected fabrication operator at Nvent,Helpful/caring staff,pos,1
tae7fd2010db348d39cb4317bceadacce,10,I love the fact that Adecco keeps inform at all times,Good communication,pos,1
t4dae6cfc11d44188a2e699d18a946e5c,10,Your office in Lakeland Florida is awesome the office in Davenport Florida I will not recommend at all the Adecco staff gals to you like you trash very rude (not both employees in the Adecco just ms,Good customer service/experience,pos,1
tc9936d0319bb4a55b50b109ddbe76ace,10,Adecco is a well managed company.,Good customer service/experience,pos,1
t4c48ee7502724412b857b547c2a360fc,10,I really  liked working  there and my colleagues.  If it wasn't  for my  issue with my current work permit  i would have liked to continue working  there.,Good customer service/experience,pos,1
t7ceea2277268438f86aace363634eb8f,10,I've had a satisfactory experience working with Adecco.,Good customer service/experience,pos,1
t4a9efd3beedc4ae2b381d46ce5561f26,10,All the positions so far has helped me build my experience in business,Good customer service/experience,pos,1
t1bbe31bad2f6483786c9a9333fbe2a2e,10,I really like the company,Good customer service/experience,pos,1
t00d071d1ba29455bb23f09aeb56ac0fb,9,Adecco operates as a remote HR department.   I've had no reason to deal with HR till now.   However I know many agents have had good communications with Adecco.,Good communication,pos,1
t166b36c0ce894713870d8b621b684d66,10,I’ve been at the same job for 10 months,Good customer service/experience,pos,1
t8895255d847f472192acf3cfb696c223,9,"Adecco was good, I had issues with production management at Ballast Point (Nick is not great, many problems).  The others are fine tho.",Good customer service/experience,pos,1
tb38de2c4ea724770b48cd48a40a92067,10,Because I have not had any problems since I’ve been working there and I’ve been treat appropriately.,Good customer service/experience,pos,1
tc12c9c27ff4c458ca11704671921d838,10,I love my role and Adecco has facilitated me working there.  Adecco has provided no roadblocks nor impeded my work in any way by demanding any substantial amount of my time.  Easiest contracting agency I've ever worked with.,Good customer service/experience,pos,1
td520499453604efdb87904ef680fd515,10,I love Adecco I didn’t have one problem working with the agency ms Denise was very helpful,Good customer service/experience,pos,1
t873652ac51ba4c14b8a6b050dc2ccacd,10,"Great communication given on all parties, no issues here at the site or with Adecco.",Good communication,pos,1
tefb4f8e5bb7c472cbeb489b670aac261,10,good experience,Good customer service/experience,pos,1
t2d87aa9a1aaa45cc980a6d7a18839fb2,10,I’ve had a great experience thus far.,Good customer service/experience,pos,1
te36773b46125417cade938b6b5d64b43,10,Everyone at Adecco treated me with professionalism and respect.,Professional staff,pos,1
t40e7f59dfdd344d097899e7c1b9aa4f2,10,I had a great experience with Susana. She was so helpful and professional. The position I was placed in was a good match for my experience and I learned a lot.,Professional staff,pos,1
t52c444d139e7474597999522b0e00e22,10,"Because I loved working for Adecco. But not once did the bennington, vt location call me to ask how I've been at my job. They didn't say thank you or nothing. I felt like they didn't care I was working for them. I did a great job with them. I was hired on fulltime with a company. But Adecco never said thank you or nothing",Good customer service/experience,pos,1
t07c556680e9d47f8b6edfa5c16e91670,10,I had a really great experience the 10 years I worked for adecco.  It was great working with y'all.,Good customer service/experience,pos,1
t62251e1318db43d39bf80d51a6077fe6,10,"They got me a job and fast. Nothing bad to say about the job process, but wish they would have gotten me a job closer to home (at the time I looked up where the job was located it didn't seem that bad of a drive til I drove it so it was kinda my fault).",Found me a job,pos,1
tc3458251cf8346a2b34f85e9219b328f,9,I liked my assignment but the supervisor was a force to be reckoned with.  At my assignment the Security was no Security. By the 2nd week I was speechless.,Good match of skills and position,pos,1
t24d80cf992aa4b25a130a30270a9f0da,10,Adecco personal have always been available to take care of any of my needs,Helpful/caring staff,pos,1
t256688dc11ec4b799d573aba83f9d6f1,10,"The Adecco staff respond back in a timely manner. Whenever I had an issue, they helped me get it resolved",Good responsiveness ,pos,1
